timestamp,content,textblob_sentiment,vader_sentiment
2024-06-05 16:24:02,$SQ90+ year end....Bullish,0.0,0.0
2024-06-05 16:12:34,"$SQ67 tomorrow, 70 Friday",0.0,0.0
2024-06-05 15:44:28,$SQshort are still in full control here! If it doesn’t break out properly this will go sub 60 in the coming days..,0.21875,0.0
2024-06-05 15:29:27,$SQfinally a breakthroughBullish,0.0,0.0
2024-06-05 15:24:16,$SQWHOA THIS IS GREEN? IT WONT LAST LONG?!! PLEASE GO TO $100.Bullish,-0.09270833333333334,-0.5344
2024-06-05 15:10:35,$SQwhen do we see 70 again? I need to exit this puppy,0.0,0.0
2024-06-05 14:55:09,$SQaddedBullish,0.0,0.0
2024-06-05 14:49:59,$SQ,0.0,0.0
2024-06-05 14:45:30,$SQCanada cuts interest rates. US next?Bullish,0.0,0.2023
2024-06-05 14:32:23,$SQpump it pump itBullish,0.0,0.0
2024-06-05 14:31:22,$SQwe flying now !Bullish,0.0,0.0
2024-06-05 14:23:15,$SQlast dip before the rally to $70+ Friday. We about to rocket off being added to S&P 500!!!! 🥹🥹🥹Bullish,0.0,0.0
2024-06-05 14:17:20,$SQtypical pump and dump .. this is going to end uglyBearish,0.0,-0.3818
2024-06-05 14:14:06,"$SQOk, what could someone know here that we don't know?   Didn't they affirm guidance for the year?  BNPL?  Not that much of their business, right?   BSA/AML issue?  Could cost them some $'s (maybe bigger than we suspect) but they should be able to handle it easily.  Mystifying",0.28380952380952384,0.5362
2024-06-05 14:13:12,"$ARKK$ROKU$SQ$TSLAwhy do people stand by her and keep putting money in her funds? She can’t make money for shit, she screams for lower yields and they’ve been shooting lower for the last week and still her fund can’t make any meaningful moves.

Don’t fight the trend, which is going to see$ARKKleave the $40’s very soonBearish",0.125,-0.8591
2024-06-05 13:57:44,$ARKK$ROKU$SQ$TSLAthe 10yr has lost over 32 bps since 5/29 and even that couldn’t help$ARKKand its bag of 💩Bearish,0.0,-0.3182
2024-06-05 14:12:29,$SQDidn’t work out… took a 20% loss on the calls. Not acting well at the 200ma.,0.0,-0.4791
2024-05-29 14:31:58,"$SQAdding July/Aug 70 calls. Right at daily 200ma today. Should bounce, if it doesn’t, stop loss at 2 concecutive daily closes below the 200. Great risk/reward here…Bullish",0.27142857142857146,0.1531
2024-06-05 14:08:14,$SQLow volume too,0.0,0.0
2024-06-05 14:07:29,$SQbrutal ; this sucks,-0.3,-0.4357
2024-06-05 13:59:27,$SQRe-entered here with shares and calls. Let's moon baby 🌙Bullish,0.0,0.296
2024-06-05 13:59:17,"$SQunbelievable down 8 out of the last 11 days. Every time I think it bottomed, it has more ways to go. Simply not worth it for now. It needs to get above $69 before anyone should touch it long",0.02407407407407407,-0.1695
2024-06-05 13:57:44,$ARKK$ROKU$SQ$TSLAthe 10yr has lost over 32 bps since 5/29 and even that couldn’t help$ARKKand its bag of 💩Bearish,0.0,-0.3182
2024-06-04 14:43:14,$ARKK$ROKU$SQ$TSLAthey keep walking this down with the market and then holding it back when the market rises. Best vehicle to shortBearish,0.2814814814814815,0.6369
2024-06-05 13:57:21,$SQis tbis even real!! Every fucking day!!,-0.3125,0.0
2024-06-05 13:56:26,"$SQPitiful, how does this happen?  Opens up almost a buck and now almost flat",-0.025,0.0
2024-06-05 13:49:59,$SQu might as well short it here…,0.0,0.2732
