timestamp,content,textblob_sentiment,vader_sentiment
2024-06-07 16:14:16,"$GMEoh well, if he doesn't show up it will be seen as a confirmation of the conspiracy theory, that everything was fake and has nothing to do with the original Kitty, who is not involved in this now$TSLA$SPY",-0.0625,-0.4767
2024-06-07 16:13:54,$TSLA😂 immediately,0.0,0.4404
2024-06-07 16:13:34,$TSLAeveryone hates Elon until the Yes vote is official ... then this thing will be $250 in an instant.,0.0,-0.0516
2024-06-07 16:13:19,$TSLAright back down watch lolBullish,-0.0777777777777777,0.0
2024-06-07 16:13:11,"$BIDUAdded another small block here today in the $96s for the 12-18months long term swing trade. Loving the fundamentals, technicals and AI picture/landscape. Checking all my boxes for a longer term trade, stock is ridiculously cheap and is the leading AI play in China. Also looking for any guidance or news/partnerships with Tim Cook next week$AAPLevent.$TSLA. Elon musk is already partnering with BIDU and it's AI for autonomous cars in China. This is a chart back to 2012-2014 levels.",0.1571428571428571,0.25
2024-06-07 16:12:53,$TSLAharami fibbonacci patternBullish,0.0,0.0
2024-06-07 16:10:00,$TSLAwe need a bounce here!!!,0.0,0.0
2024-06-07 16:08:47,"$SPY$TSLABond yields and dollar are way up, since spy is also, something has to give. They always eventually inverse equitiesBearish",0.0,0.0
2024-06-07 16:50:19,$tslawtf,0.0,0.0
2024-06-07 16:49:58,$TSLAis this support is broken is are goodBearish,-0.4,-0.1027
2024-06-07 16:49:11,$TSLAbulls suck at trading this stock!! Geez! For the love of God!!,0.78125,0.6776
2024-06-07 16:49:07,$TSLABullish,0.0,0.0
2024-06-07 16:49:02,"$TSLAif i were long, wouldnt feel too good knowing this is trading with meme stocks...doesn't look too good for the future.Bearish",0.4499999999999999,-0.5875
2024-06-07 16:48:46,$TSLAStopp loss triggeredBearish,0.0,-0.3182
2024-06-07 16:47:44,$TSLALast two days FAKE PUMP FOR LIQUIDITY 😭🙈👀🤔🤔🙇Bearish,-0.5,-0.7865
2024-06-07 16:47:43,$TSLAdog sh*t is a good name for TSLA lol,0.75,0.6908
